query_id,query_text,doc_id,business_name,stars,sentiment,review_text,source_systems,label,notes
Q011,cozy interior great decor,A7_ySYSHSYX-twZCQw72Tw,CellarDoor,4.0,positive,Great place with great drinks! Came here for cocktails after dinner with a group of six. You enter thru an alley into a Super cool space with great decor and speakeasy vibe. I really loved the old movies that were being projected on the exposed brick walls. They also have a nice outdoor seating area for hanging out.,tfidf,,
Q011,cozy interior great decor,Bo8yvUEqkePU4XqHF8uw7g,Pinefish,4.0,positive,"Having just moved to this neighborhood I was excited to try this adorable, ADORABLE little spot. It didn't hurt that they have some killer happy hour specials. Buck-a-shuck? Yes, please!

I was charmed by the exterior but even more so by the interior. The lounge area contains lots of cozy seating with a bohemian ambiance and eclectic decor. The service was friendly and as attentive as could be. She made sure our glasses were never empty and plates were always full. I also have a lot of respect for a server that gives me the last call for happy hour. I'll keep drinking beyond that but I  like to save a buck as much as the next person.

Speaking of ""bucks""... buck-a-shuck clams and oysters and cocktail shrimp. Lots of other options for under $5. I highly recommend the roasted brussels and the cauliflower. Also $5 - BUBBLES (and martinis and red/white wine and maybe beer?) and $9 specialty cocktails. 

My only complaint was that my shrimp were a little chewy/overcooked. Everything else was glorious. I look forward to coming back!",bm25,,
Q011,cozy interior great decor,DONEsZ-kpeytM-Gimvmt8w,Verdad Restaurant & Tequila Bar,3.0,neutral,"The positives are that this is a very cool space with great decor and a nice bar. I can't give it a higher rating because while the food is well prepared and tasty, the Tapas size servings and high drink prices are tough to take. I'm not a fan of having to grab a snack from the frig after eating out!",tfidf,,
Q011,cozy interior great decor,G1C8eEw-aLltWUtV8k-NbA,Joe's Steaks + Soda Shop,3.0,neutral,"Let's put it this way they had a vegan option . It was decent , but when i think cheese steak,  i think greasy goodness , which this lacked. It is a hipster version of cheese steak. Serivce great, decor retro .... amazing pickles!!!!",tfidf,,
Q011,cozy interior great decor,KjZGO6XBQDdT88uTX42ORw,Urban Grub,5.0,positive,"Urban Grub, you get all the stars. Great service, great decor, wonderful service...and the food WAS AMAZING!!!! My husband said this was the best pork chop he ever had! And he said it was one of his top 5 meals ever. That's a huge compliment! We've had a lot of great meals! I had the coal-roasted beet salad and the salmon. Yum! Oh, and the andouille!?! So wonderful!!! If we lived in Nashville, we would definitely be going back often.",tfidf,,
Q011,cozy interior great decor,OL_cpEMtjQ77kEgo_RQ8ZA,Frontier Steakhouse,4.0,positive,"The steak is always the best. Very flavorful and juicy. Slightly pricey, but the flavor is great. Decor is very outdated country. Service was good, arrived around 8pm and seated promptly.",tfidf,,
Q011,cozy interior great decor,QcNfVoOkPTUWiIbA0qpwbA,Lanna Thai and Sushi Restaurant,2.0,negative,"2 stars for the decor. 0 stars for everything else.

What a disappointment. This place gets great reviews so we decided to try it. Well, I guess our terrible service started from the minute i ordered a water. I won't go into great detail and make this a 6 page review so I'll just bullet point the experience.

- Bland chicken pad thai with way too many noodles and too few veggies/chicken
- Eggrolls were pretty good
- Men's restroom filthy - see picture 
- Worst service from our server/waitress
- Tiny two top table was very cramped in the corner
- Beer/liquor prices are crazy. $4 for Miller Lite. $5 for imports. 
- Side order of curry $5. Ridiculous. (Free at better Thai places in the area)
- Nice interior decor. Kind of Epcot-ish

We won't be back because there are so many other/better Thai places in the area and we just assume this place gets rave reviews based solely on the interior decor.",bm25,,
Q011,cozy interior great decor,VjfJbHYb0S1-l2IscOlK4g,Gunners Run,4.0,positive,"Great drink selection, fair prices, cool outdoor seating area. I would definitely stop back. The decor and atmosphere are cozy and the staff are friendly.",bm25,,
Q011,cozy interior great decor,_e0BCTkQyWzkdrcdWR-q2g,GW Fins,5.0,positive,"Wife and I had such a great experience here we came back twice.  Truly excellent fish and seafood.  Beautiful interior and great service.  About the service...  We had such good service the first time we came that we asked for the same server the next night.  He took absolutely AMAZING care of us and went way overboard making us feel special.  The best part of that was that management obviously supports empowering servers to do this.

Really wonderful place for high quality food and service.",tfidf,,
Q011,cozy interior great decor,cPsA99aH2tlNCEWmazWiAA,First Watch,5.0,positive,"Today was my first experience coming to this restraunt, I had a great experience.    When you first walk in, it gives you a cozy feeling.   The staff are welcoming you when you first walk in and offering to help you.   

The decor is beautiful and more importantly, the food.  

The food was excellent and very fresh.    The prices are not bad.    If your trying to bring the family out for breakfast, this is the place to be.",bm25,,
Q011,cozy interior great decor,ceInw1dD7Pi3er_7gHTJbw,The District Tap,4.0,positive,"My experience at The District Tap was pretty enjoyable. The food was delicious and they have a nice selection of beer. I really liked the atmosphere (fairly quiet, comfy booths, cozy decor, fire place, big screen TVs, etc). The service was timely and friendly. My only complaint is that it is slightly more expensive than similar places.",bm25,,
Q011,cozy interior great decor,eEH24C5PKhXH3oXK5RuROw,REBAR COFFEE + KTCHN,3.0,neutral,"It's always nice to have a cup of coffee in the morning to start your day and we were led to this adorable coffee shop. They had a nice patio and a very cozy and decorative interior.
One of my biggest pet peeves is when something I order is not available. My bf and I both wanted the vanilla coffee and to our pleasant surprise, they were already out of that on a Sunday morning. :( sigh so we ended up getting the regular brew which was pretty good black until I added some milk.",bm25,,
Q011,cozy interior great decor,gZQ1gbAirS7UZGoJgAMgCw,Asihi Asian Cuisine Hibachi & Buffet,4.0,positive,We like Asihi for lunch buffet.  The interior is pleasant and cozy and the staff is friendly.  The price is great for lunch but it gets too high for dinner in my opinion!  Like the fact that they have a basic sushi selection and several interesting entrees on the buffet.  It's an affordable place for the family or a quick lunch!,tfidf+bm25,,
Q011,cozy interior great decor,j0LaNytbfjLUrUBdpk7MQg,Toni Rigatonis,5.0,positive,"I always love going to a nice place to eat where the owners love for food and his entrepreneurship shows. Food was amazing and so was the service. Nothing fancy but quiet, family friendly, great decor and fast service in a non fast food setting. I did the spicy spaghetti with shrimp and it was great. My 5 year old ate every bite of his and his sisters. If your debating going here, just do it! You won't be sorry. 
Thank you for a great dinner!",tfidf,,
Q011,cozy interior great decor,j0V-vTRncC_Nv2AtZEBCGg,Manee Thai Restaurant,4.0,positive,"Came here with a friend on Sunday for lunch. The atmosphere was very nice, cute interior! Great service, large portions. The food was delicious, spiced just right. Very enjoyable experience.",tfidf,,
Q011,cozy interior great decor,mC-6W6uqizXUmeXwT4EHTw,Tee-Off Restaurant and Lounge,4.0,positive,"We stopped by for drinks and dessert, and we couldn't have been more impressed! We ordered slices of strawberry cheesecake, and we ordered two very stiff drinks from the bar. 

The atmosphere is very dimmed and relaxed. Service is great, and it is very clean. The tv always had a game of golf going, and the interior decor of the restaurant was golf themed. 

The menu was pricey, but definitely worth it.",bm25,,
Q011,cozy interior great decor,muNAqzGK_e_m-d3RaQha1Q,Casa Tina,5.0,positive,"Cozy & eclectic interior. Great food! We had the queso fundido, the veggie burrito, and carnitas. It was too much to finish. We took home leftovers. The place was packed on a Tuesday night. Our server was great and the margaritas were strong.",tfidf+bm25,,
Q012,overpriced not worth the money,19okJDQGY1RPoDvNSF8jlg,Moshulu,3.0,neutral,"Reservations were made online and when we arrived we were told that it would be a few minutes.  We waited at the bar for 10 minutes... because the place was so packed with eager diners?  Absolutely not... it was dead as a morgue.  

Finally seated, we ordered the chilled shrimp, scallops, and the crab cake.  The shrimp was good, nothing toe curling but not a bad choice for an app.  The crab cake was actually the best that I've had in Philadelphia so far... so much delicious crab meat.  The scallops were a let down because of the texture and lack of flavor.

Overall, not a bad experience but I think it suffered from that ""okay food, not worth your money, overpriced menu"" syndrome.",bm25,,
Q012,overpriced not worth the money,25sE0oN_RU3N6-wFfoyHtQ,Blue Coast Burrito,1.0,negative,Not worth the overpriced burrito.. The meat is terrible. Also you have to pay extra for half the veggies that normal burrito places that are cheaper and better give you for free! Not a fan!!!,bm25,,
Q012,overpriced not worth the money,3mG2aIr57b4KLpQOxjUR2w,Jacksons Bistro Bar & Sushi,2.0,negative,"Beautiful location but that's about it.
We couldn't sit outside on the patio because supposedly they didn't have any staff for it because it was lunch time however there were people sitting outside being served. Their bar menu was only available at 3 pm which was very small and overpriced. $7 for plain edamame and $18 for a small crab cake. It took almost 20 minutes to get our food and the place was almost empty. The servers were slow and the food itself was just okay not worth the money.",bm25,,
Q012,overpriced not worth the money,6qRjMV5T_gR1jVyIODIKZw,Ralph and Kacoo's,2.0,negative,Not worth the money.   The food didn't have much flavor and the textures weren't very good (the fish were chewy and so were the crawfish beignets).  If it was $15 I might give it three stars but for $30/entree I expected a lot more than this.,tfidf,,
Q012,overpriced not worth the money,AYgrczsO26P--epavNs_AA,Ba Le Bakery,1.0,negative,So overrated. The food is overpriced and the hoagies are not that great.  Before it was more authentic had a very homey feeling now they are so rude won't be spending my money here again.,bm25,,
Q012,overpriced not worth the money,LuxJ54mNHqr-r_7QqydRIw,Meet Noodles,5.0,positive,"No doubt the best Chinese cuisine close to campus. All noodles are distinct with their broth and style, and the Chongqing Spicy Chicken is a must get. Portions are huge and definitely worth the money.",tfidf,,
Q012,overpriced not worth the money,STMN4qqf5yA0gP66U0PCpQ,Sumo Sumo Sushi Bar & Grill,5.0,positive,Boats and bridges are all very good. Really like the California pizza also. Restaurant is nice. Service is always really good. Overpriced but worth it.,bm25,,
Q012,overpriced not worth the money,XzYL20ctx10VncApAR9a_w,The Hungry Fox Restaurant & Country Store,1.0,negative,Had a coupon so tried the place out. Not worth any amount of money. The omelet was so overdone the eggs were brown all the way through. Any good kitchen wouldn't have let that out... service was sluggish. Avoid.,tfidf,,
Q012,overpriced not worth the money,evVSj0NGzEMc9NF8Z5wxkg,Checkers,1.0,negative,Absolutely rude service. Substandard food. Not worth the time or money. Go to McDonalds or Cookout across the street.,bm25,,
Q012,overpriced not worth the money,g62k02h4WV04itYNmFQhkQ,Pi Pizzeria - Delmar Loop,4.0,positive,"OK, it's good, but it is also horrendously overpriced.  Call me crazy but $24 for a 3 topping large pizza is insanely overpriced and even as good as it was, I wouldn't go back, it's simply not worth the money--even Dewey's Pizza is a lot less and Dewey's is a bit on the pricy side.  We went because we were entertaining an out of town guest and we had heard for a long time how good Pi is--which is true, it is good--but when I saw what they were charging for pizza, I choked on my overpriced beer.  If we hadn't had a guest with us, we would have left, it was that ridiculously expensive.  If money is no object, enjoy, but if you want value for your hard earned money, go somewhere else because the sticker shock may kill you.",tfidf+bm25,,
Q012,overpriced not worth the money,qnCLLcGa96T9mMTDlZjYEA,Market Salamander Grille,1.0,negative,This isn't a place that we will ever return to.  We ordered a few drinks and burgers. Drinks were weak and $$$.  Burgers were good but not worth the money that is charged.  The employees are not interactive. It was average food at best.,tfidf,,
Q012,overpriced not worth the money,rdL4QBRz4qz8ddVahg_FKw,Bosphorus Cafe,5.0,positive,"A very nice place for dinner with friends, co-workers or SO.  Well worth the money. Don't be be fooled by the size of the restaurant...great service.",tfidf,,
Q012,overpriced not worth the money,tNLwdzDRli9cCiQygwWonw,Ruth's Chris Steak House,3.0,neutral,The service was great.  Our sever was very knowledgable and friendly.  I thought the meal was overpriced..  Although very good I have had equally good meals at much less expensive steak houses.  I also never had an $8.50 backed potato or $8.50 spinach before.  It was a good meal but not worth the money they charged.  I will not return.,tfidf+bm25,,
Q012,overpriced not worth the money,tYSgy9rcfLN6QypYV87r0g,Mac Mart,3.0,neutral,The food comes in really strange plates lol. The food is pretty okay. Nothing special. I can make this at home lol. Don't waste your money because it's deff overpriced,bm25,,
Q012,overpriced not worth the money,xOIi3PlsN7rAeOaelWLnwQ,Mango Mango Dessert,4.0,positive,This crepe cake has great depth of flavour which makes it a complete worth of money. Just a tad of sweetness that helps all other flavours to come out beautifully. The mangoes are also kept in balance with the size of the cake. A well crafted dessert.,tfidf,,
Q012,overpriced not worth the money,yVPsDYi-HkagXyUouzECkQ,Jimmy's Fish House &  Iguana Bar,2.0,negative,Decent food. Got the stuffed shrimp. Just didn't think it was worth the money. But not like it was bad food or service.,tfidf+bm25,,
Q012,overpriced not worth the money,zQAJclg0BfGHAyWQzqk4Cw,Lilac Pâtisserie,5.0,positive,"Food was great! Presentation really nice! Friendly staff too. I am not gluten free but my daughter is, bought one of each of the breads to bring home, the breads were well worth the money spent.",tfidf,,
Q013,great value cheap eats,0OeXHmqnglk1uUkdYfGzYg,Buenos Grill,4.0,positive,"Baja style eats in Reno? Excellent. Great prices, more food than i could eat in one sitting. Clean restaurant with ample seating and a huge menu. Very good choice.",bm25,,
Q013,great value cheap eats,7p4kFyXIHktrMlOPtwvxVg,Liberty Pizza and Grill,2.0,negative,Cheap eats at best nothing to rave about,tfidf+bm25,,
Q013,great value cheap eats,EldamsYQ5dNF84YNujDRGA,Hugo's Pizzeria,5.0,positive,Great food and service. Solid beer menu. Lunch special with half salad and pizza is a great value!,tfidf,,
Q013,great value cheap eats,Gh4EDnSYYiBSBtBlVbMp8Q,City Fire,5.0,positive,"Good stuff and cheap. Was just here Sunday the 20th of Dec. i came before 6 pm and there was still happy hour so got a really good cocktail - bootlegger. Also had 2 starters for $6 each which were delish- guacamole and the maui flat.
For entree i had the meatloaf which is known to be their best dish- it was very good (for meatloaf lovers).
Good vibes, TV on the bar, great friendly service and best value for money around Gulch",bm25,,
Q013,great value cheap eats,HhEG1-Z21mXV15XmK2XsiQ,Woksabi Now Known as Chow's Chinese Restaurant,4.0,positive,Went back recently with my wife for Sushi...was blown away by the presentation and quality of the sushi rolls.  Updating my review to 4 stars.  Great value.,tfidf,,
Q013,great value cheap eats,K3yuLadrYKhGPkgKqjtYlg,Angelito's Rotisserie & More,5.0,positive,Food is delicious and a great value!  I wish it was closer so I could get dinner from here too!,tfidf,,
Q013,great value cheap eats,KRQm_Pn5L1Bk5_AKbirLrg,Cafe Du Monde,4.0,positive,"Cafe de monde is a mandatory visit when you come to New Orleans. The beignets are fresh and hot and chewy, surprisingly not that greasy, although too much powder sugar to my liking. They do pair up nicely with a cup of strong hockey coffee. Cheap eats, not the healthiest option, but definitely a great treat. Try to come during the week...the lineups on the weekends are ridiculous.",tfidf+bm25,,
Q013,great value cheap eats,LDo8RILRj0KSrRMF70Ywvg,Wendy's,5.0,positive,"Excellent, efficient service--accurate order and delicious food ordered through website!  Great value, too!",tfidf,,
Q013,great value cheap eats,MPYpsdtdDLBVnNByGtramw,Oishi,4.0,positive,"Best sushi place in the area -- fresh, and new takes on it. They offer Korean, Japanese, and Thai. All of it is good. The lunch is a great value.",tfidf,,
Q013,great value cheap eats,NU5XgX7Xo303nB0cagz20A,Robert's Western World,5.0,positive,"As one of the very talented singers stated as some folks left the joint ""don't leave, they don't understand you out there, we understand you in here."" She couldn't have been more right. You will not be disappointed by this classic honky tonk! Cheap drinks & eats (and delicious!). The live music could not have been better or more authentic Nashville. My husband and I kept coming back for more and stayed as long as we could. It was a knee slapping good time!",bm25,,
Q013,great value cheap eats,O1UMnHUsQJlhpEMcJR0B2Q,H Mart - Upper Darby,4.0,positive,Probably the best Asian market in del co. The food court is great for cheap quick eats.,bm25,,
Q013,great value cheap eats,XrbAxgxq5giFu9q1OHdP-Q,Short Stop Poboys,5.0,positive,This place has always been amazing. My brother he gets the barbecue beef and I get the fried shrimp poboys.  The onion rings are a phenomenal value. Awesome taste and a lot of food for a cheap price. Customer service has always been spot on and this place is clean.,bm25,,
Q013,great value cheap eats,eNIHJ_VH1jid90y71BAXmw,Cafe Hey,4.0,positive,"Back for more, I found that Cafe Hey has it down for consistent work. Nice breakfast burrito was fresh and flavors were nice together and yet identifiable. Nice coffee, tasty Cuba toast. I go in here to lay back and unwind. Go here for good food, intentionally slow service, (meant as a compliment) chilling out, It's not cheap, but a good value. Cafe Hey does a good job of being what they want to be. Kudos!",bm25,,
Q013,great value cheap eats,kxpBoVPt9Hga9YqiqQhlsw,Kimcheese,4.0,positive,You cant go too wrong with meat + rice + pepper sauce.  For whatever reason putting a fried egg on this combo makes it awesome.  Had the bim bop and steak bowl.. Get the bim bop korean salad version its cheaper w more veggies. Good cheap eats!,tfidf+bm25,,
Q013,great value cheap eats,mlToPTWugvzvM0IMwOXPAg,Marino's Bistro ToGo,5.0,positive,"I've been here a few times. Always excellent service, very cool people. Food is great and the value for what you pay is excellent. I'm definitely a return customer.",tfidf,,
Q013,great value cheap eats,monL1z7FiuRbv2k5PwVacQ,Bangkok Express,4.0,positive,I go here often.Its great value and authentic.I appreciate the fast ordering and very quick delivery...How do they do hatband still deliver good insistently???,tfidf,,
Q013,great value cheap eats,xwqnJVkgmBgcBzbicghfPg,Sushi Teri House,5.0,positive,Great value. We love Sushi Teri downtown for family dinner nights with our teenage daughters.  I love the Mike 2 roll that is an incredible value considering the generous amount of fresh sashimi grade fish in it.  We also love their Tempura Udon.  My younger daughter likes to get the kids meal with chicken terrify and rice and salad.   We have always had a great service.  The people are friendly and helpful. I think the best sushi value in town!,bm25,,
Q014,expensive but worth every penny,EAgL8M_Z2B1nk1rcB5HcUg,Gaylord Opryland Resort & Convention Center,5.0,positive,I go here every year it is the perfect vacation for a week or a couple of nights but watch out for the pricing it is a little expensive but it is all worth it especially with the sound waves package which is their amazing waterpark,tfidf,,
Q014,expensive but worth every penny,FL7iS32yaTo0J9joKx8iFg,Tex-Mex,4.0,positive,"Deeeeeeeee-licious! Enjoyed to steak tacos, that was down right yummy! They do except credit here, if your purchase is at least $8.00. If not be sure to carry cash. It's worth every penny spent! Can't wait to go back..gotta craving!",tfidf+bm25,,
Q014,expensive but worth every penny,M93Lvz4BhgnL8RIVDvg4zQ,Council Oak Steaks & Seafood,5.0,positive,Great food and service!  It is expensive but worth it! It can get loud on the bar side but the experience of tasting their steaks is worth any shortcomings this place might have!,tfidf,,
Q014,expensive but worth every penny,N7i_oh-boPpUFlHvR1aosA,Izzo's Illegal Burrito,4.0,positive,It's worth every penny! The fact that you can get a beer or margarita and not wait for a waitress to seat you is the best.,tfidf+bm25,,
Q014,expensive but worth every penny,NJVEj8X8Y7aFeqkidoxw5g,Dressel's Public House,5.0,positive,The food here is sooo good! Their Cuban fries are a must and the pork tacos are incredible! It's a little pricey but it's worth every penny!,tfidf+bm25,,
Q014,expensive but worth every penny,dWDHzUnPJItSK4XisW9qfA,Mesa Verde,5.0,positive,"When it's time for a special meal...Mesa Verde! Truly BEAUTIFUL food, things I usually don't eat, I LOVE there. Great service, nice wine list and for goodness sake, save room for dessert. A little pricey for healthy foods, but worth every penny.",bm25,,
Q014,expensive but worth every penny,hgjbuWESOfoOa53RYJUbZg,Union Public House,5.0,positive,"I had the Market Salad at the bar; they held the red onions and suggested with shrimp: Perfect. Dressed with a very nice lemon vinaigrette that was also perfect. Loads of heirloom cherry tomatoes, and delicious. An Arnold Palmer and delicious bread capped a spot-on lunch that kept me going, on my way flying out of Tucson. Will be back. Worth every penny.",bm25,,
Q014,expensive but worth every penny,if9mUvt5jkEEuGKcd9Tm8A,1818 Chophouse,5.0,positive,"A little pricey, but worth every penny.  Whether your looking for a place for a special celebration or just a date night you won't go wrong with the chophouse.  Their prime rib is outstanding and seafood is cooked to perfection.  The wait staff is super knowledgeable and courteous which makes the evening a real treat.",bm25,,
Q014,expensive but worth every penny,ip2TLjlT4h65HqiFDaNIxQ,Urban Pita,5.0,positive,Very great plates!! Fresh and hot even if you take it to go! I got the falafel plate and the falafel was HUGE!! Worth every penny! Was stuffed and could barely finish the plate! Will return soon.,tfidf+bm25,,
Q014,expensive but worth every penny,jiHBz6ZtuW0KJWpvsPLcjg,Jong Ka Jib,5.0,positive,"Amazing food! tofu soups are delicious:) 
Highly recommend trying this restaurant. Galbi is what I always get with my tofu, very filling and worth every penny",tfidf+bm25,,
Q014,expensive but worth every penny,lYipjfdkqF_QPj59tOCe3Q,Mas Tacos Por Favor,5.0,positive,"The only place in Nashville that does tacos right. $3 a pop, and worth every penny. Avoid the BNA hats and pumpkin spice lattes in 12th South eating $6 tacos from Bartaco, and just go to Mas Tacos - you won't regret it.",tfidf+bm25,,
Q014,expensive but worth every penny,tGvo3Eh1Rt3hw_zErEx8zQ,Fuji Mountain,4.0,positive,Large sake bombs are the best!! It was definitely worth every penny! The salmon tempura rolls are the best.,tfidf+bm25,,
Q014,expensive but worth every penny,tbH864Do-O9rMDB_myxOLQ,Sushi Ushi,5.0,positive,"Expensive but worth it! I had the sweet potato roll, diamond roll and Tiger roll, don't have a single complaint about any of them! They were plated beautifully and the taste was fresh and amazing.",tfidf,,
Q015,dirty bathroom disgusting,40NjnazdfYARqgbvn8BLsg,Mac's Tavern,3.0,neutral,"Review is for drinks, ambiance and crowd... can't comment on the food.  I've noticed there's a lot of negative reviews for the food, but this place is so OBVIOUSLY NOT the kind of place you go for food.  This is a shoulder to shoulder, get your drink on kind of place.   It's a regular folk, 20 to 30-something kinda joint and not one of those poshy upscale places that are so popular these days.  Good strong drinks, fairly priced, bathroom not too disgusting.  A-OK.",bm25,,
Q015,dirty bathroom disgusting,BWEYKzxNpaYfkcjVH7AdPQ,Wayback Burgers,3.0,neutral,I wish that I could give this place a better rating. Burgers are good...food is good but the place is disgusting! The old owners would of never allowed this place to look like this. It's just not the food its the dinning experience...which is absolutely none...its dirty and the bathroom is gross. Not sure what happened but since it changed awhile ago its gone down hill and its ashame because I like a good burger and this is or was the place to eat not anymore,tfidf+bm25,,
Q015,dirty bathroom disgusting,GUalqvRNepHdfMP0uGlhLA,City Works,4.0,positive,"Most of the time this place ranks a 5. Excellent burgers, fish and chips, crab fontina dip. Lately I've been a little disappointed with service (food, not servers!) and conditions in bathroom, lack of soap, dirty, smelly. Step up your game City Works!!",bm25,,
Q015,dirty bathroom disgusting,Ji8e9yhQCTMTt5ftZBZLkA,Brick's Cafe,1.0,negative,"Service was good. Bloody Mary was good. Food was terrible! and the place is dirty, even the menus were dirty. Even the salt shaker was dirty. Food was below Ruby Tuesday's / Applebees.",tfidf,,
Q015,dirty bathroom disgusting,M1M0gXnxRiFS1TfDSQKhqg,Steak ’n Shake,1.0,negative,"If I could give this place less than one star, I would. I came in to a messy restaurant (every table was dirty) and am told that I will be sat once my server, Amber, is done smoking a cigarette. Once we are sat, my friend and I try to help bus some of the tables because it is disgusting. We then get yelled at by Amber so we stop. Amber cussed several tables out and made an uncomfortable atmosphere. It took us 15 minutes to get cashed out. All the while, there were only 4 sat tables in the restaurant. I hope nobody has the misfortune to be served by Amber.",bm25,,
Q015,dirty bathroom disgusting,Nl0akSyzGeTLKvwco2z7bQ,The Market Cafe,1.0,negative,"Disgusting. Terrible food, drinks and service. Only place in NOLA I never want to see again.",tfidf,,
Q015,dirty bathroom disgusting,OajN7U1lAoAlMPFD3yHrCg,Mugs N Jugs,1.0,negative,IF I COULD GIVE THIS A 0 I WOULD!!! the food is very good! But the people are disgusting and disrespectful and not very polite!!! I saw a kid/teen smoking cigarettes!! Disgusting!!! This waitress I don't know her name maybe destiny or Danielle but was completely rude and not very talkitive,tfidf,,
Q015,dirty bathroom disgusting,SJdwjBCjf583r4pSwAHY2g,Asian Palace,2.0,negative,"Food was ok, service is terrible!!! we order bowl of soup for the table, they bring the soup without small bowls!!! hot tea, they charge $1.50/per person WTH!!! ""mini"" mayonnaise shrimp got too much breading and little sauce!!! The ""reusable""  hot towel  is the same towel they have in the bathroom which is also ""reusable"" disgusting!!!",bm25,,
Q015,dirty bathroom disgusting,emRzLGISzgb44s_8uJauSA,Pat's King of Steaks,1.0,negative,The food is disgusting. The steaks have way too much gristle and fat. I do not understand why people claim the food is good.,tfidf,,
Q015,dirty bathroom disgusting,jRB5H8HIaOYLvt8sqYyx0A,Imo’s Pizza,2.0,negative,"I love imo's but this was a let down.

The staff was rude, there was a hole in the door, floor and tables were a bit dirty. The bathroom was pretty dirty too.

The food was good and the prices were good. The inside it is cramped but there was a good amount of out door seating.",tfidf+bm25,,
Q015,dirty bathroom disgusting,nUQ5usgnlWvkJJuwyK4LiQ,Campitiello's Restaurant & Pizzeria,1.0,negative,"Disgusting excessively greasy pizza, gross stale old food from a can, cold coffee and no offer for any refill, stingy and pathetic, stale clumped sugar for coffee, feels like a pathetic soup kitchen for poor people, awful slow service, waitress did not supply any napkins to clean mouth, ridiculous high prices for the crap you get, depressing dreary atmosphere, dirty restroom with empty soap dispenser and empty paper towel dispenser.  Everything is old, worn out, dated and dirty.  We were there at 5:30 pm (dinner tme) and we were the only customers in that place which is an indication of the unpopularity of this dump.   Considering the awful food, poor service, high prices, and dingy atmosphere this place will go out of business for sure.  Don't be fooled by this restaurant's Italian name, they don't serve Italian food - they serve disgusting old garbage!  They can attract customers with the Italian name, but they will turn off customers with their horrible food, poor service and high prices.  Don't waste your money and your time in this miserable dark dump.   In my lifetime I have eaten at dozens and dozens of different restaurants and I can honestly say this restaurant is the absolute WORST of the worst and that's not an exaggeration!  I gave this dump one star because there was no option for zero stars.   The accurate and correct rating for this awful, pathetic, crappy dump is five poop symbols!!!",bm25,,
Q015,dirty bathroom disgusting,qCQ007T806fx0qYLjJthzQ,Carrabba's Italian Grill,2.0,negative,"Our server was polite, and that's the only reason we are leaving any stars. 

For starters we were sat a dirty table, and were then moved to a ""cleaner table"" 

We ordered calamari and it came out tough and without plates to eat off of. When we got our plates they were still wet. From a cleanliness standpoint that's now two strikes. Which had me looking around, and you can tell they don't follow proper sanitation practices. Floors were disgusting.

Salads were disappointing at best, and our main course was just alright. I ordered the chicken Bryan, and it was good. However the broccoli tasted like it was cooked with shell fish ""or in a dirty pan, that had previously had shell fish in it.""

Overall we will not be returning, and don't advise you to either. 

I will say we have been to the location in Plant City, and overall our experience was night and day. That location is clean, and the food came out as expected.",bm25,,
Q015,dirty bathroom disgusting,qkrs9Uc8O61pzeudoAOdzQ,Tir Na Nog Kitchen & Irish Pub,1.0,negative,Dirty very Dirty. My friend who works at eco lab told me the kitchen is extremely dirty and that he would never eat here... that was after I went there and had a bad experience. My Berger was disappointing. A coworker of mine worked here in the past and said it was good when it first opened then the owner started to come in asked like a jerk.... not cool,tfidf,,
Q015,dirty bathroom disgusting,vKqd5bkvkhBhv8oQ9l3pkw,Umai Sushi,3.0,neutral,"Sushi was delicious! Presentation was great. Staff was quick and friendly. I'm taking away one star bc I got a dirty glass for my soda and half of the lights were out in the bathroom hallway. I am taking away another star bc there was an incessant dinging coming from the front kiosk. It seemed to start periodically and didn't stop until an employee hit a button. And they were real slow to hit that button, so the dinging continued on and off for most of our meal.",bm25,,
Q015,dirty bathroom disgusting,wNIJs_gdoHIc3LoakV4c3g,Beach Fire Beach Bar & Grille,1.0,negative,Wings were not done. Place was dirty. Bathrooms were disgusting and reeked of bleach. We all have that friend that is a real nice guy but a total dirt bag and there is no way you would eat anything he cooked. Welcome to his restaurant.,tfidf+bm25,,
Q015,dirty bathroom disgusting,x2LPrnXoCQVlRVBiuapbsA,Baja Fresh,1.0,negative,Gross. Terrible. Disgusting. Wrong order. It was awful. I wish I could give less then a one star.,tfidf,,
Q015,dirty bathroom disgusting,zrilwri8ZIoFkXYE3nWadg,Marlton Diner,1.0,negative,disgusting establishment with rude ass bitch men who think islamaphobia is ok. i have never been here and never will. hope you go out of business,tfidf,,
Q016,clean kitchen health inspection,-Z_WPOm9MSi5sKTVaGMOlA,Jonathan's Grille,2.0,negative,"The only reason this is getting two stars is because the food tasted good.  The restaurant was seating people right next to each other despite most of the restaurant being empty.  And, the blonde waitress we had at approximately 11:30am today seemed to ascribe to the believe that you can neither catch nor transmit any disease through your nose so when she was wearing a mask it often did not cover her nose.  She took the mask off about 4 feet from our table and proceeded to laugh and talk vigorously with other wait staff right there next to our table (the others were in fact appropriately wearing their masks).  Not long after my visit I became nauseous and later in the day had bowel distress.  We agreed we would never grace that establishment again because it is clear that not all employees cared about the comfort, health and safety of their customers and there was no manager making sure that health protocols were being followed so no telling what was going on in the kitchen.  Now I am going to have to self isolate for two weeks because I have zero confidence that I was not exposed to something just getting something to eat.  Mad.",bm25,,
